Día,"Nombre de la campaña",Edad,Sexo,Alcance,Impresiones,"Importe gastado (EUR)","Clics (todos)","CPC (todos)","CTR (todos)","Inicio del informe","Fin del informe"
2020-12-12,EU_Conversions_ViewContent,18-24,male,12960,13476,10.25,83,0.12349398,0.61590977,2020-12-12,2020-12-12
2020-12-12,EU_Conversions,25-34,unknown,47,47,0.03,0,,0,2020-12-12,2020-12-12
2020-12-12,EU_Conversions,18-24,unknown,32,57,0.02,2,0.01,3.50877193,2020-12-12,2020-12-12
2020-12-12,EU_Conversions,25-34,male,6206,6206,3.34,48,0.06958333,0.77344505,2020-12-12,2020-12-12
2020-12-12,EU_Conversions,25-34,female,5920,6401,5.59,86,0.065,1.34354007,2020-12-12,2020-12-12
2020-12-12,EU_Conversions,18-24,male,14672,14985,7.28,98,0.07428571,0.65398732,2020-12-12,2020-12-12
2020-12-12,EU_Conversions,18-24,female,21096,21096,13.77,193,0.07134715,0.91486538,2020-12-12,2020-12-12
2020-12-12,EU_Conversions_ViewContent,18-24,unknown,32,33,0.02,0,,0,2020-12-12,2020-12-12
2020-12-12,EU_Foreign_Conversions_AddtoCart_Catalogue_002,18-24,female,251,257,0.74,2,0.37,0.77821012,2020-12-12,2020-12-12
2020-12-12,EU_Conversions_ViewContent,18-24,female,5920,6178,5.53,39,0.14179487,0.63127226,2020-12-12,2020-12-12
2020-12-12,EU_Conversions_ViewContent,25-34,male,3992,3992,3.44,40,0.086,1.00200401,2020-12-12,2020-12-12
2020-12-12,EU_Conversions_ViewContent,25-34,female,808,808,0.91,7,0.13,0.86633663,2020-12-12,2020-12-12
2020-12-11,EU_Conversions_ViewContent,25-34,unknown,8,19,0.04,0,,0,2020-12-11,2020-12-11
2020-12-11,EU_Conversions_ViewContent,25-34,female,544,700,0.77,10,0.077,1.42857143,2020-12-11,2020-12-11
2020-12-11,EU_Conversions_ViewContent,25-34,male,3596,3596,3.08,25,0.1232,0.69521691,2020-12-11,2020-12-11
2020-12-11,EU_Conversions_ViewContent,18-24,female,5136,5366,5.37,33,0.16272727,0.61498323,2020-12-11,2020-12-11
2020-12-11,EU_Conversions_ViewContent,18-24,male,13232,13232,10.88,89,0.12224719,0.67261185,2020-12-11,2020-12-11
2020-12-11,EU_Foreign_Conversions_AddtoCart_Catalogue_002,25-34,unknown,6,6,0.02,0,,0,2020-12-11,2020-12-11
2020-12-11,EU_Foreign_Conversions_AddtoCart_Catalogue_002,18-24,unknown,7,7,0,0,,0,2020-12-11,2020-12-11
2020-12-11,EU_Foreign_Conversions_AddtoCart_Catalogue_002,25-34,female,52,52,0.23,0,,0,2020-12-11,2020-12-11
2020-12-11,EU_Foreign_Conversions_AddtoCart_Catalogue_002,25-34,male,208,216,2.19,10,0.219,4.62962963,2020-12-11,2020-12-11
2020-12-11,EU_Foreign_Conversions_AddtoCart_Catalogue_002,18-24,female,245,250,0.5,1,0.5,0.4,2020-12-11,2020-12-11
2020-12-11,EU_Conversions_ViewContent,18-24,unknown,35,35,0.04,0,,0,2020-12-11,2020-12-11
2020-12-11,EU_Foreign_Conversions_AddtoCart_Catalogue_002,18-24,male,838,882,2.18,7,0.31142857,0.79365079,2020-12-11,2020-12-11
2020-12-11,EU_Conversions,18-24,unknown,60,60,0.04,0,,0,2020-12-11,2020-12-11
2020-12-11,EU_Conversions,25-34,female,4272,4324,3.39,47,0.07212766,1.08695652,2020-12-11,2020-12-11
2020-12-11,EU_Conversions,18-24,female,17024,17367,13.78,155,0.08890323,0.89249726,2020-12-11,2020-12-11
2020-12-11,EU_Conversions,18-24,male,16944,16944,8.82,124,0.07112903,0.73182247,2020-12-11,2020-12-11
2020-12-11,EU_Conversions,25-34,unknown,39,39,0.03,0,,0,2020-12-11,2020-12-11
2020-12-11,EU_Conversions,25-34,male,6912,7087,4.12,74,0.05567568,1.04416537,2020-12-11,2020-12-11
2020-12-10,EU_Conversions,25-34,male,8274,8274,5,63,0.07936508,0.76142132,2020-12-10,2020-12-10
2020-12-10,EU_Conversions,18-24,unknown,64,84,0.05,0,,0,2020-12-10,2020-12-10
2020-12-10,EU_Conversions,25-34,unknown,16,39,0.04,0,,0,2020-12-10,2020-12-10
2020-12-10,EU_Conversions_ViewContent,25-34,unknown,20,20,0.01,0,,0,2020-12-10,2020-12-10
2020-12-10,EU_Conversions,18-24,male,19968,20723,9.83,123,0.0799187,0.59354341,2020-12-10,2020-12-10
2020-12-10,EU_Conversions_ViewContent,18-24,unknown,32,34,0,0,,0,2020-12-10,2020-12-10
2020-12-10,EU_Conversions_ViewContent,25-34,female,663,663,0.67,6,0.11166667,0.90497738,2020-12-10,2020-12-10
2020-12-10,EU_Conversions_ViewContent,25-34,male,4200,4200,3.33,22,0.15136364,0.52380952,2020-12-10,2020-12-10
